station.id,site,latitude,longitude,elevation.m,sampling.year,month,norm.precip,norm.tavg,norm.tavg.sd,norm.tmax,norm.tmax.sd,norm.tmin,norm.tmin.sd
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,1,1.95,46,3.7,58.7,4.7,33.3,3.4
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,2,1.38,50.2,4,62.6,5.1,37.7,3.4
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,3,2.97,58.9,3.5,71.4,3.1,46.4,4.5
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,4,2.35,65.6,2.9,78.4,3.4,52.7,2.9
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,5,4.69,73,1.8,84.2,2.6,61.9,2
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,6,2.33,80.8,1.7,91.8,2.6,69.7,1.3
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,7,2.14,83.6,2.3,95.4,3.2,71.8,1.7
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,8,2.65,84,2.1,96.4,3.3,71.6,1.4
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,9,3.6,76.5,2.5,88.2,3.7,64.8,2.7
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,10,3.55,66.2,1.9,78.9,2.7,53.4,2.5
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,11,1.91,56.4,3.4,68.1,3.5,44.7,3.9
USC00411250,Burnet_2020_12,30.7586,-98.2339,391.7,2021,12,1.45,47.6,2.5,59.8,3.6,35.4,3.1
