station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,month,norm.precip,norm.tavg,norm.tavg.sd,norm.tmax,norm.tmax.sd,norm.tmin,norm.tmin.sd
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,1,3.51,53.5,3.9,63.8,4.1,43.1,4.1
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,2,2.41,57.7,4.4,68,4.5,47.5,4.7
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,3,3.29,64.6,3.6,74.8,3.1,54.3,4.2
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,4,4.2,70.1,2.5,80.3,2.5,60,2.6
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,5,5.3,77.3,1.7,86.8,2.1,67.7,1.7
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,6,5.29,83.4,1.4,92.9,2.3,73.9,1.1
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,7,4.78,85.1,1.5,94.1,2.2,76.1,1.3
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,8,5.91,85.8,1.7,95.4,2.5,76.1,1.1
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,9,5.18,80.8,1.5,90.3,2.2,71.4,2
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,10,5.85,72,1.3,83.1,1.9,60.9,1.7
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,11,2.62,62.4,2.9,73.2,3.4,51.5,2.7
USW00012960,Harris_2020_03,29.98,-95.36,29,6/21/20,i,2020,12,3.63,55.8,2.6,65.7,3.2,45.9,2.5
