station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,month,norm.precip,norm.tavg,norm.tavg.sd,norm.tmax,norm.tmax.sd,norm.tmin,norm.tmin.sd
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,1,1.7,46.2,3.5,59.3,4.6,33.1,3.1
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,2,1.1,51.1,3.8,64.1,5,38.1,3.4
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,3,2.47,58.7,3.2,70.7,2.8,46.8,4.2
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,4,2.18,65.1,3.2,77.3,3.8,52.8,2.9
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,5,5.3,72.1,1.9,82.5,2.9,61.7,1.8
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,6,2.39,79,2.3,89.3,3.2,68.8,1.8
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,7,1.6,81.2,2.1,91.9,3.3,70.5,1.2
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,8,2.11,82,2,93.6,3.2,70.4,1.2
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,9,3.57,75.4,2.1,86.6,3.4,64.3,2.3
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,10,2.79,66.1,1.8,78.9,2.8,53.4,2.2
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,11,1.38,56.4,3.4,68.4,4,44.4,3.5
USC00414782,Kerr_2020_03,30.0739,-99.1094,547.7,5/25/21,i,2021,12,1.51,48.2,2.2,60.6,3.8,35.9,2.6
