station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,month,norm.precip,norm.tavg,norm.tavg.sd,norm.tmax,norm.tmax.sd,norm.tmin,norm.tmin.sd
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,1,2.99,49.5,3.9,61.4,4.5,37.7,3.9
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,2,1.52,53.6,4,65.1,5.2,42.1,3.5
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,3,3.24,61.6,3.4,73,2.8,50.2,4.5
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,4,2.87,67.8,3.3,79.2,3.5,56.4,3.4
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,5,5.52,75.6,1.8,85.7,2.2,65.4,2.3
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,6,2.79,82.7,1.9,92.7,3.3,72.6,1.5
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,7,1.77,84.7,2.1,95.2,3.4,74.2,1.4
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,8,2.73,85.8,1.8,97.4,3,74.3,1.2
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,9,3.3,79.5,2.1,90.5,3.5,68.5,2.2
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,10,4.31,69.6,1.8,82.1,2.8,57.1,2.7
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,11,2.42,59.6,3.4,71.7,4.1,47.6,3.3
USC00415193,Russel_2020_01,30.4064,-97.0133,128.9,6/20/20,i,2020,12,2.62,51.7,3.1,63.2,4.1,40.1,3.4
