station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidity,wind.speed,wind.gust,additive.precip,incremental.precip,accumulated.precip,wind.cardinaldirection,atm.pressure,sea.level.pressure
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:00 CDT,28,69.98,4.12,,,,,S,100050.75,100358.97
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:05 CDT,28,69.98,4.12,,,,,S,100050.75,100358.97
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:10 CDT,28,69.98,5.14,,,,,S,100050.75,100358.97
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:15 CDT,28,69.98,5.66,,,,,S,100050.75,100358.97
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:20 CDT,28,69.98,4.63,,,,,S,100050.75,100358.97
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:25 CDT,27,74.19,4.63,,,,,SSW,100050.75,100360
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:30 CDT,28,69.98,4.63,,,,,SSW,100050.75,100358.97
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:35 CDT,27,74.19,5.14,,,,,SSW,100050.75,100360
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:40 CDT,27,74.19,4.12,,,,,S,100050.75,100360
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:45 CDT,27,74.19,3.6,,,,,S,100050.75,100360
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:50 CDT,27,74.19,4.63,,,,,SSW,100050.75,100360
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:53 CDT,27.2,74.22,3.6,7.2,,,,S,100084.5,100393.65
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 19:55 CDT,27,74.19,4.63,,,,,SSW,100084.5,100393.86
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:00 CDT,27,74.19,4.12,,,,,S,100084.5,100393.86
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:05 CDT,27,74.19,4.12,,,,,S,100084.5,100393.86
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:10 CDT,27,74.19,3.09,,,,,S,100084.5,100393.86
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:15 CDT,27,74.19,3.6,,,,,SSW,100084.5,100393.86
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:20 CDT,27,74.19,4.12,,,,,S,100084.5,100393.86
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:25 CDT,27,74.19,4.12,,,,,S,100084.5,100393.86
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:30 CDT,27,74.19,2.57,,,,,S,100084.5,100393.86
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:35 CDT,27,74.19,3.6,,,,,S,100084.5,100393.86
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:40 CDT,27,74.19,4.63,,,,,S,100118.26,100427.72
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:45 CDT,27,74.19,3.6,,,,,S,100118.26,100427.72
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:50 CDT,27,74.19,4.12,,,,,S,100118.26,100427.72
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:53 CDT,26.7,76.43,3.09,,,,,S,100118.26,100428.03
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 20:55 CDT,27,74.19,4.63,,,,,S,100118.26,100427.72
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:00 CDT,27,74.19,4.12,,,,,SSW,100152.02,100461.58
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:05 CDT,27,74.19,4.12,,,,,S,100152.02,100461.58
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:10 CDT,27,74.19,3.6,,,,,SSW,100152.02,100461.58
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:15 CDT,27,74.19,4.12,,,,,S,100185.78,100495.45
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:20 CDT,27,74.19,3.6,,,,,S,100185.78,100495.45
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:25 CDT,27,74.19,2.57,,,,,S,100185.78,100495.45
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:30 CDT,27,74.19,3.6,,,,,SSW,100185.78,100495.45
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:35 CDT,27,78.82,3.09,,,,,S,100185.78,100495.45
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:40 CDT,27,78.82,3.09,,,,,S,100185.78,100495.45
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:45 CDT,27,78.82,3.6,,,,,S,100219.53,100529.3
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:50 CDT,27,78.82,4.12,,,,,S,100219.53,100529.3
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:53 CDT,26.7,79.26,3.09,,,,,SSW,100219.53,100529.61
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 21:55 CDT,27,78.82,2.57,,,,,SSW,100219.53,100529.3
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:00 CDT,27,78.82,3.09,,,,,SSW,100219.53,100529.3
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:05 CDT,27,78.82,4.12,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:10 CDT,27,78.82,4.12,,,,,SSW,100219.53,100529.3
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:15 CDT,27,78.82,3.09,,,,,S,100219.53,100529.3
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:20 CDT,27,78.82,3.09,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:25 CDT,27,78.82,4.63,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:30 CDT,27,78.82,3.6,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:35 CDT,27,78.82,3.09,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:40 CDT,27,78.82,3.6,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:45 CDT,27,78.82,3.6,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:50 CDT,26,83.6,3.6,,,,,SSW,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:53 CDT,26.7,79.26,4.12,,,,,SSW,100253.28,100563.47
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 22:55 CDT,27,78.82,3.6,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:00 CDT,27,78.82,3.6,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:05 CDT,27,78.82,4.12,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:10 CDT,27,78.82,3.09,,,,,SSW,100287.04,100597.02
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:15 CDT,27,78.82,3.09,,,,,SSW,100287.04,100597.02
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:20 CDT,27,78.82,3.6,,,,,SSW,100287.04,100597.02
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:25 CDT,27,78.82,3.09,,,,,SSW,100287.04,100597.02
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:30 CDT,27,78.82,2.57,,,,,SSW,100287.04,100597.02
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:35 CDT,27,78.82,3.6,,,,,SSW,100287.04,100597.02
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:40 CDT,27,78.82,3.6,,,,,SSW,100287.04,100597.02
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:45 CDT,26,83.6,3.09,,,,,S,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:50 CDT,27,78.82,4.63,,,,,SSW,100253.28,100563.16
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:53 CDT,26.1,82.11,3.6,,,,,SSW,100253.28,100564.09
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/22/2020 23:55 CDT,26,83.6,3.6,,,,,SSW,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:00 CDT,26,83.6,3.09,,,,,S,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:05 CDT,26,83.6,4.12,,,,,SSW,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:10 CDT,26,83.6,3.09,,,,,SSW,100253.28,100564.19
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:15 CDT,26,83.6,3.6,,,,,S,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:20 CDT,26,83.6,3.09,,,,,SSW,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:25 CDT,26,83.6,3.6,,,,,SSW,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:30 CDT,26,83.6,3.09,,,,,SSW,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:31 CDT,26.1,82.11,2.57,,,,,SSW,100219.53,100530.23
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:35 CDT,26,83.6,2.57,,,,,SSW,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:40 CDT,26,83.6,2.57,,,,,SSW,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:45 CDT,26,83.6,2.57,,,,,S,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:50 CDT,26,83.6,2.57,,,,,SSW,100219.53,100530.34
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:53 CDT,25.6,84.57,2.57,,,,,S,100185.78,100496.9
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 00:55 CDT,26,83.6,3.09,,,,,S,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:00 CDT,26,83.6,3.09,,,,,S,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:05 CDT,26,83.6,2.57,,,,,SSW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:10 CDT,26,83.6,3.09,,,,,SSW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:15 CDT,26,83.6,3.09,,,,,SSW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:20 CDT,26,83.6,3.09,,,,,SSW,100185.78,100496.48
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:25 CDT,26,83.6,2.57,,,,,S,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:30 CDT,26,83.6,2.06,,,,,S,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:35 CDT,26,83.6,3.09,,,,,S,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:40 CDT,26,83.6,2.57,,,,,S,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:43 CDT,25.6,87.16,2.57,,,,,S,100084.5,100395.3
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:45 CDT,26,83.6,2.06,,,,,S,100084.5,100394.89
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:50 CDT,26,83.6,2.57,,,,,S,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:53 CDT,25.6,87.16,2.57,,,,,S,100118.26,100429.17
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 01:55 CDT,26,83.6,3.6,,,,,S,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:00 CDT,26,83.6,3.09,,,,,S,100084.5,100394.89
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:05 CDT,26,83.6,3.09,,,,,S,100084.5,100394.89
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:10 CDT,26,83.6,2.57,,,,,S,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:15 CDT,26,83.6,3.6,,,,,S,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:20 CDT,26,83.6,3.6,,,,,SSW,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:25 CDT,26,83.6,4.12,,,,,SSW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:30 CDT,26,83.6,3.6,,,,,SSW,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:35 CDT,26,83.6,3.6,,,,,SSW,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:40 CDT,26,83.6,3.6,,,,,SSW,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:45 CDT,26,83.6,3.09,,,,,SSW,100118.26,100428.75
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:50 CDT,26,83.6,3.6,,,,,SSW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:53 CDT,26.1,84.63,3.6,,,,,SW,100118.26,100428.65
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 02:55 CDT,26,83.6,4.12,,,,,SW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:00 CDT,26,83.6,4.63,,,,,SW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:05 CDT,26,83.6,3.6,,,,,SSW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:10 CDT,26,83.6,4.12,,,,,SW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:15 CDT,26,83.6,4.12,,,,,SW,100152.02,100462.62
KIAH,Harris_2020_03,29.9844,-95.36075,27.1272,6/21/20,i,2020,04/23/2020 03:20 CDT,26,83.6,4.63,,,,,SW,100152.02,100462.62
