station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,air.temp,relative.humidity,wind.speed,wind.gust,accumulated.precip,wind.cardinal.direction,atm.pressure,sea.level.pressure
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 19:00 CDT,27.78,66,0.45,1.79,0,ESE,100177.72,101043.73
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 19:17 CDT,27.22,66,0,3.58,0,,100177.72,101045.35
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 19:30 CDT,26.67,68,0.45,2.68,0,S,100177.72,101046.95
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 19:45 CDT,25.56,67,1.34,3.13,0,SSW,100177.72,101050.2
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 20:16 CDT,24.44,68,0.45,3.13,0,S,100211.28,101087.35
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 20:32 CDT,23.89,69,0,1.79,0,,100211.28,101088.98
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 20:45 CDT,23.33,68,0,1.79,0,,100244.84,101124.5
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 21:17 CDT,22.22,70,0,0.9,0,,100278.4,101161.68
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 21:30 CDT,21.67,70,0.45,1.34,0,SSW,100278.4,101163.34
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 21:45 CDT,21.67,69,0,0.9,0,,100278.4,101163.34
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 22:15 CDT,21.11,72,0,1.79,0,,100278.4,101165.03
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 22:31 CDT,21.11,72,0.45,1.79,0,SSW,100278.4,101165.03
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 22:45 CDT,21.11,71,0,1.79,0,,100278.4,101165.03
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 23:01 CDT,20.56,72,0,1.34,0,,100278.4,101166.7
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 23:15 CDT,20.56,73,0,1.79,0,,100278.4,101166.69
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 23:31 CDT,20.56,75,0,1.34,0.254,,100278.4,101166.69
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/21/2020 23:46 CDT,20,77,0,0,0.762,,100311.96,101202.25
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 00:01 CDT,19.44,78,0,0.45,0,,100278.4,101170.11
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 00:15 CDT,19.44,79,0,0,0.254,,100278.4,101170.11
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 00:31 CDT,18.89,81,0,0.45,0.508,,100278.4,101171.79
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 00:45 CDT,18.33,84,0,0,0.762,,100278.4,101173.51
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 01:15 CDT,18.89,90,0,2.23,2.032,,100278.4,101171.78
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 01:31 CDT,20,91,2.68,5.81,2.032,S,100244.84,101134.52
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 01:46 CDT,20.56,90,0.9,4.92,2.032,S,100211.28,101098.96
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 02:18 CDT,20.56,90,0.9,3.58,2.54,S,100144.16,101031.25
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 02:30 CDT,20,91,0.45,3.13,2.54,S,100144.16,101032.95
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 02:45 CDT,20,92,0,1.34,2.54,,100144.16,101032.95
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 03:15 CDT,20,93,0,2.23,2.794,,100077.04,100965.23
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 03:31 CDT,20.56,93,0.45,2.23,2.794,SSE,100077.04,100963.53
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 03:46 CDT,20.56,93,0.45,3.58,2.794,SSE,100077.04,100963.53
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 04:16 CDT,20.56,93,0.45,2.23,2.794,S,100043.48,100929.67
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 04:31 CDT,20.56,93,0,2.23,2.794,,100009.91,100895.8
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 04:45 CDT,20.56,93,0,1.34,2.794,,100009.91,100895.8
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 05:00 CDT,20.56,93,0,0.45,2.794,,100009.91,100895.8
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 05:15 CDT,20.56,94,0,0.45,2.794,,100009.91,100895.8
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 05:30 CDT,20.56,94,0,0.9,2.794,,100009.91,100895.8
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 05:46 CDT,20.56,94,0,0.9,2.794,,99976.36,100861.95
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 06:00 CDT,20.56,94,0,0.45,2.794,,99976.36,100861.95
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 06:15 CDT,21.11,94,0,1.79,2.794,,99976.36,100860.29
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 06:30 CDT,21.11,94,0.45,3.58,2.794,SSW,99942.79,100826.42
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 06:45 CDT,21.11,94,0.45,3.58,2.794,S,99942.79,100826.42
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 07:01 CDT,21.11,94,0.9,3.13,2.794,S,99942.79,100826.42
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 07:15 CDT,21.67,94,1.79,5.37,2.794,SSW,99942.79,100824.74
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 07:31 CDT,21.67,94,2.23,4.47,2.794,SE,99909.23,100790.88
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 07:46 CDT,21.67,94,0.9,4.02,2.794,SSE,99909.23,100790.88
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 08:01 CDT,21.67,94,2.23,5.81,2.794,NE,99909.23,100790.88
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 08:15 CDT,22.22,93,1.79,5.81,2.794,S,99909.23,100789.23
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 08:32 CDT,22.22,93,2.68,5.37,2.794,SSW,99875.68,100755.38
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 08:45 CDT,22.78,93,1.79,4.92,2.794,S,99909.23,100787.55
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 09:01 CDT,22.78,93,2.23,7.15,2.794,SSW,99875.68,100753.71
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 09:15 CDT,23.33,91,3.13,7.6,2.794,ESE,99909.23,100785.92
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 09:31 CDT,23.33,92,2.68,8.05,2.794,SE,99909.23,100785.92
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 09:45 CDT,23.33,91,4.02,6.26,2.794,SSW,99875.68,100752.07
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 10:00 CDT,23.33,91,2.23,6.26,2.794,SSW,99909.23,100785.92
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 10:18 CDT,23.89,91,1.79,6.26,2.794,ESE,99842.11,100716.55
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 10:33 CDT,23.89,91,2.68,6.26,2.794,SSE,99842.11,100716.55
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 10:46 CDT,23.89,91,2.23,7.15,2.794,SSE,99775,100648.85
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 11:15 CDT,23.89,90,3.58,5.81,2.794,SSW,99808.56,100682.7
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 11:30 CDT,23.89,91,3.13,7.6,2.794,WSW,99909.23,100784.25
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 11:47 CDT,24.44,90,2.68,5.37,2.794,SSW,99909.23,100782.63
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 12:01 CDT,24.44,89,1.79,4.47,2.794,SSW,99842.11,100714.92
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 12:15 CDT,24.44,90,2.68,5.37,2.794,SSW,99808.56,100681.08
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 12:32 CDT,24.44,91,2.68,5.37,2.794,SSW,99775,100647.22
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 12:45 CDT,24.44,91,1.79,3.58,2.794,SW,99741.43,100613.36
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 13:17 CDT,25,91,1.79,3.58,2.794,SW,99640.75,100510.15
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 13:31 CDT,26.11,87,1.79,4.47,2.794,S,99640.75,100506.92
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 13:47 CDT,25.56,87,2.68,6.26,2.794,SSW,99640.75,100508.52
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 14:01 CDT,26.11,86,3.58,7.15,2.794,SSW,99573.63,100439.21
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 14:17 CDT,26.11,85,3.13,8.05,2.794,SW,99540.07,100405.36
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 14:30 CDT,26.11,85,2.23,9.39,2.794,SW,99540.07,100405.36
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 14:46 CDT,26.11,87,2.68,7.15,2.794,SW,99540.07,100405.36
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 15:00 CDT,25.56,89,1.79,4.92,3.302,S,99506.51,100373.11
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 15:15 CDT,25.56,91,2.23,4.47,3.302,SSW,99372.27,100237.7
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 15:30 CDT,26.67,87,4.92,8.05,3.302,SSW,99405.83,100268.33
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 15:32 CDT,26.67,87,4.47,8.05,3.302,SSW,99405.83,100268.33
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 15:46 CDT,26.11,87,4.92,8.49,3.302,WSW,99405.83,100269.95
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 16:01 CDT,26.11,88,3.13,6.26,3.302,SW,99372.27,100236.1
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 16:16 CDT,26.11,89,2.23,5.37,3.302,SW,99338.71,100202.25
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 16:30 CDT,25.56,90,0.45,4.47,3.302,WSW,99338.71,100203.85
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 16:45 CDT,25.56,91,0,2.68,3.302,,99338.71,100203.84
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 16:47 CDT,25.56,91,0,2.68,3.302,,99338.71,100203.84
F2569,Brazos_2020_18,30.4733,-96.4792,75.8952,6/20/20,i,2020,04/22/2020 17:01 CDT,25,92,0,1.34,4.318,,99338.71,100205.48
