station.id,site,latitude,longitude,elevation.m,sampling.date,visit.type,sampling.year,date.time,atm.pressure,air.temp,relative.humidity,wind.speed,wind.direction,wind.gust,solar.rad,incremental.precip,accumulated.precip,additive.precip,sea.level.pressure
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 00:04 UTC,99323,30,35,3.13,68,7.15,524,,,455.422,101293.29
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 01:04 UTC,99323,29.44,38,3.58,80,6.26,334,,,455.422,101296.96
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 02:04 UTC,99357,26.67,48,2.23,47,4.92,129,,,455.422,101350.01
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 03:04 UTC,99357,24.44,58,1.34,59,3.58,11,,,455.422,101365.06
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 04:04 UTC,99424,23.89,60,0.45,69,3.13,0,,,455.422,101437.16
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 05:04 UTC,99458,22.22,68,2.23,51,2.68,0,,,455.422,101483.32
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 06:04 UTC,99492,22.22,68,2.23,57,3.58,0,,,455.422,101518.02
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 07:04 UTC,99492,21.67,71,2.68,59,4.02,0,,,455.422,101521.83
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 08:04 UTC,99492,21.11,73,2.23,70,4.02,0,,,455.422,101525.72
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 09:04 UTC,99458,20.56,78,2.23,56,3.13,0,,,455.422,101494.86
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 10:04 UTC,99458,20.56,78,2.68,51,3.58,0,,,455.422,101494.86
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 11:04 UTC,99526,20.56,80,1.34,61,3.58,0,,,455.422,101564.25
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 12:04 UTC,99560,20.56,77,2.68,43,4.02,0,,,455.422,101598.95
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 13:04 UTC,99628,21.11,74,2.68,41,4.92,23,,,455.422,101664.5
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 14:04 UTC,99628,23.33,68,3.58,55,5.37,214,,,455.422,101649.12
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 15:04 UTC,99661,25,67,3.13,61,5.37,380,,,455.422,101671.35
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 16:04 UTC,99695,26.67,63,2.68,58,4.92,563,,,455.422,101694.74
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 17:04 UTC,99661,28.33,58,2.68,111,5.37,757,,,455.422,101648.96
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 18:04 UTC,99661,30,53,3.13,68,5.81,920,,,455.422,101637.92
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 19:04 UTC,99594,30,50,3.13,79,5.81,666,,,455.422,101569.6
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 20:04 UTC,99594,28.33,54,3.13,87,5.81,400,,,455.422,101580.64
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 21:04 UTC,99526,28.89,52,3.13,92,5.81,343,,,455.422,101507.57
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 22:04 UTC,99492,28.89,52,3.13,91,5.81,423,,,455.422,101472.89
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,05/31/2020 23:04 UTC,99458,27.78,56,2.23,90,5.81,195,,,455.422,101445.58
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 00:04 UTC,99424,27.22,59,1.79,89,5.37,146,,,455.422,101414.63
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 01:04 UTC,99458,26.67,61,1.34,122,3.58,109,,,455.422,101452.99
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 02:04 UTC,99526,26.11,67,1.34,113,2.68,29,,,455.422,101526.11
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 03:04 UTC,99526,24.44,71,0.9,105,1.79,1,,,455.422,101537.43
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 04:04 UTC,99560,23.33,77,0,,1.34,0,,,455.422,101579.71
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 05:04 UTC,99594,23.33,77,0.9,50,1.79,0,,,455.422,101614.4
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 06:04 UTC,99594,22.78,79,0.9,77,1.79,0,,,455.422,101618.19
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 07:04 UTC,99560,22.78,83,0.9,101,1.79,0,,,455.422,101583.48
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 08:04 UTC,99526,22.78,84,0.45,122,1.79,0,,,455.422,101548.79
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 09:04 UTC,99492,21.67,88,0.45,292,1.34,0,,,455.422,101521.78
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 10:04 UTC,99526,21.11,91,0.45,4,0.9,0,,,455.422,101560.37
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 11:04 UTC,99560,21.67,92,0.9,51,1.34,0,,,455.422,101591.15
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 12:04 UTC,99560,22.22,90,0.45,34,0.9,0,,,455.422,101587.34
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 13:04 UTC,99594,21.67,93,0.9,44,1.79,2,,,455.422,101625.85
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 14:04 UTC,99661,22.22,90,2.23,38,4.02,54,,,455.422,101690.4
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 15:04 UTC,99695,23.33,85,2.68,45,4.02,155,,,455.422,101717.42
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 16:04 UTC,99695,25.56,77,2.68,47,4.47,281,,,455.422,101702.19
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 17:04 UTC,99695,27.22,68,2.23,44,4.47,522,,,455.422,101691.02
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 18:04 UTC,99661,28.33,62,2.68,87,4.92,666,,,455.422,101648.94
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 19:04 UTC,99594,28.89,61,2.68,96,5.37,716,,,455.422,101576.89
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 20:04 UTC,99560,28.33,62,2.23,101,4.92,415,,,455.422,101545.93
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 21:04 UTC,99526,23.89,78,3.13,145,7.15,433,,,458.47,101541.17
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 22:04 UTC,99458,26.11,81,2.68,36,5.37,392,,,458.724,101456.69
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/01/2020 23:04 UTC,99357,28.33,71,1.79,35,3.58,410,,,458.724,101338.84
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 00:04 UTC,99357,27.78,70,1.79,98,2.68,207,,,458.724,101342.5
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 01:04 UTC,99357,27.22,66,0.9,125,4.02,123,,,458.724,101346.26
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 02:04 UTC,99391,26.11,70,1.34,116,3.58,69,,,458.724,101388.38
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 03:04 UTC,99424,25,77,0.45,129,3.13,5,,,458.724,101429.54
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 04:04 UTC,99458,23.89,82,1.34,104,2.23,0,,,458.724,101471.78
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 05:04 UTC,99492,23.33,84,0.9,109,2.68,0,,,458.724,101510.31
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 06:04 UTC,99492,22.78,85,0.45,127,2.23,0,,,458.724,101514.09
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 07:04 UTC,99458,22.22,88,0.45,120,1.79,0,,,458.724,101483.27
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 08:04 UTC,99458,21.67,88,0.45,116,1.79,0,,,458.724,101487.08
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 09:04 UTC,99424,21.67,88,0.45,123,1.79,0,,,458.724,101452.39
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 10:04 UTC,99391,21.11,92,0.45,76,1.34,0,,,458.724,101422.61
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 11:04 UTC,99424,20.56,95,0.9,41,0.9,0,,,458.724,101460.12
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 12:04 UTC,99424,20.56,96,1.34,43,1.34,0,,,458.724,101460.11
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 13:04 UTC,99492,21.11,94,0.9,65,2.68,14,,,458.724,101525.66
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 14:04 UTC,99492,22.22,93,0.45,68,1.79,70,,,458.724,101517.95
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 15:04 UTC,99526,24.44,85,0.45,107,1.79,201,,,458.724,101537.38
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 16:04 UTC,99560,26.67,74,1.79,195,3.13,561,,,458.724,101556.99
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 17:04 UTC,99560,28.89,64,1.79,146,4.02,626,,,458.724,101542.2
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 18:04 UTC,99526,29.44,59,2.23,134,4.92,668,,,458.724,101503.9
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 19:04 UTC,99458,30.56,57,2.23,150,4.92,977,,,458.724,101427.2
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 20:04 UTC,99391,31.11,54,2.23,131,4.92,872,,,458.724,101355.29
TMPT2,Bell_2021_08,31.0564,-97.3469,174.6504,5/28/21,i,2021,06/02/2020 21:04 UTC,99323,32.22,48,2.23,122,4.92,853,,,458.724,101278.77
