"property","sampling.year","sampling.date","visit.type","date","mean.temp","sd.temp","max.temp","min.temp","daily.precip"
"Austin_2020_03",2021,"5/29/21","i","2021-03-31",17.6015,1.4994266728394,19.4875,15.7425,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-01",15.2623516414141,4.51860284661873,21.3433333333333,9.07333333333333,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-02",12.9584976851852,5.61060744787105,19.9066666666667,5,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-03",15.2138194444444,2.97151523178758,19.2566666666667,11.11,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-04",17.4983333333333,4.98558179002453,23.9333333333333,11.11,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-05",19.6252430555556,4.13021940673565,25,13.33,0.254
"Austin_2020_03",2021,"5/29/21","i","2021-04-06",22.5510416666667,2.91271564947733,27.5008333333333,18.89,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-07",23.9034375,2.05983762892081,26.8075,19.9533333333333,12.192
"Austin_2020_03",2021,"5/29/21","i","2021-04-08",22.1507152777778,5.28010440889101,29.6266666666667,14.9533333333333,0.254
"Austin_2020_03",2021,"5/29/21","i","2021-04-09",24.1948263888889,2.04002122365059,27.64,21.9908333333333,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-10",22.0753125,3.63667387993031,26.67,14.8133333333333,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-11",19.7913194444444,7.24816220633644,28.89,9.0275,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-12",20.9500732323232,4.75790738447234,27.22,14.86,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-13",24.9444791666667,2.71222133202564,29.165,21.67,4.572
"Austin_2020_03",2021,"5/29/21","i","2021-04-14",23.0359027777778,2.26898095458346,27.7333333333333,20.56,1.778
"Austin_2020_03",2021,"5/29/21","i","2021-04-15",19.8629513888889,1.15560770394136,21.67,17.78,0.254
"Austin_2020_03",2021,"5/29/21","i","2021-04-16",19.5085416666667,1.42435009864233,22.22,17.22,0.762
"Austin_2020_03",2021,"5/29/21","i","2021-04-17",15.6346875,1.30179035979356,18.47,13.1925,0.508
"Austin_2020_03",2021,"5/29/21","i","2021-04-18",14.0529513888889,3.2538071808636,19.3025,9.44,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-19",15.9434027777778,5.54220337880786,23.61,8.56333333333333,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-20",19.4290972222222,5.62558036682144,27.5,12.2666666666667,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-21",14.4059375,4.54082192192121,21.2516666666667,7.64,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-22",16.3534375,4.61689977641283,21.4833333333333,9.07333333333333,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-23",22.3371527777778,2.03325847623948,25,18.8433333333333,8.128
"Austin_2020_03",2021,"5/29/21","i","2021-04-24",23.6787152777778,2.71814865751412,27.78,18.7025,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-25",21.5110069444444,4.60241965333547,28.33,15.1866666666667,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-26",22.3818055555556,3.76366709687547,28.33,17.3133333333333,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-27",23.9742013888889,1.82340893318828,26.205,21.39,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-28",25.9928125,2.18371219763674,29.3941666666667,22.78,0
"Austin_2020_03",2021,"5/29/21","i","2021-04-29",25.1968402777778,1.54154092670083,27.9633333333333,22.9175,4.064
"Austin_2020_03",2021,"5/29/21","i","2021-04-30",22.1097916666667,1.32604277738833,24.44,20.1866666666667,76.708
"Austin_2020_03",2021,"5/29/21","i","2021-05-01",21.3129513888889,1.50502351200531,24.7683333333333,19.4866666666667,69.596
"Austin_2020_03",2021,"5/29/21","i","2021-05-02",23.7589678030303,2.99773237598655,28.75,20.42,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-03",26.8257575757576,2.13251838211823,30.14,23.89,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-04",25.1724305555556,1.48821637474514,27.3616666666667,21.1575,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-05",21.4537121212121,4.00115154858152,27.4075,15.7433333333333,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-06",22.8260763888889,5.18799609978175,30.5116666666667,15.9725,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-07",22.5615277777778,4.64638758094231,29.165,16.2966666666667,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-08",23.9094444444444,4.05227228456788,28.9816666666667,18.1008333333333,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-09",26.5866319444444,1.96866217661898,29.6266666666667,23.89,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-10",27.4937847222222,2.23989875573429,30.7891666666667,24.86,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-11",25.5891319444444,3.80926150550746,30.9266666666667,20,0.508
"Austin_2020_03",2021,"5/29/21","i","2021-05-12",19.6428472222222,0.993193925531039,21.4366666666667,18.1466666666667,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-13",20.5253472222222,2.89849493383053,24.44,17.1283333333333,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-14",22.3749053030303,3.10074525942345,26.8533333333333,18.89,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-15",22.6278251262626,3.84730518074541,28.0091666666667,16.8075,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-16",22.4422474747475,1.01654217684187,24.165,21.11,12.192
"Austin_2020_03",2021,"5/29/21","i","2021-05-17",23.8042992424242,3.37968480854995,30.42,20,22.606
"Austin_2020_03",2021,"5/29/21","i","2021-05-18",22.7197789855072,3.37024653183696,27.9166666666667,18.5166666666667,62.484
"Austin_2020_03",2021,"5/29/21","i","2021-05-19",19.7815393518519,0.939441294697732,21.67,18.89,17.78
"Austin_2020_03",2021,"5/29/21","i","2021-05-20",22.7778775252525,3.45084083122455,27.5933333333333,18.055,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-21",24.5926609848485,2.35188272247078,28.61,21.67,1.27
"Austin_2020_03",2021,"5/29/21","i","2021-05-22",24.7984722222222,1.04752168029709,26.715,23.33,7.366
"Austin_2020_03",2021,"5/29/21","i","2021-05-23",23.1361458333333,0.907601879819789,25,21.67,4.826
"Austin_2020_03",2021,"5/29/21","i","2021-05-24",24.1054398148148,1.65965948867083,26.7591666666667,21.7616666666667,8.382
"Austin_2020_03",2021,"5/29/21","i","2021-05-25",25.2120138888889,1.43583390986107,28.0558333333333,23.33,12.954
"Austin_2020_03",2021,"5/29/21","i","2021-05-26",26.5375,2.81156073484115,30.5133333333333,23.33,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-27",26.8709722222222,2.62128424229518,30.835,23.89,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-28",25.864347826087,2.13913526491398,28.61,19.44,60.452
"Austin_2020_03",2021,"5/29/21","i","2021-05-29",24.8938541666667,3.72037178688352,30,19.8133333333333,2.286
"Austin_2020_03",2021,"5/29/21","i","2021-05-30",25.0578472222222,1.89460135821813,28.33,22.78,0
"Austin_2020_03",2021,"5/29/21","i","2021-05-31",25.4776609848485,2.4934791123166,28.9358333333333,22.22,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-01",24.6170833333333,1.60085078904696,27.5466666666667,22.4066666666667,5.842
"Austin_2020_03",2021,"5/29/21","i","2021-06-02",25.0285069444444,2.97491181393236,29.6266666666667,20.6058333333333,0.508
"Austin_2020_03",2021,"5/29/21","i","2021-06-03",22.7089236111111,2.62886185305766,28.33,20.2333333333333,68.326
"Austin_2020_03",2021,"5/29/21","i","2021-06-04",23.2967708333333,2.07954242505767,26.945,20.835,0.254
"Austin_2020_03",2021,"5/29/21","i","2021-06-05",24.7883382936508,2.815303600057,28.9808333333333,20.8742857142857,54.61
"Austin_2020_03",2021,"5/29/21","i","2021-06-06",26.302591540404,3.90403390472197,31.53,21.11,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-07",28.1985763888889,1.96083724414274,30.9266666666667,25.6975,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-08",28.7773958333333,1.92647127275869,32.1741666666667,26.67,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-09",28.8142013888889,2.33131545094904,32.0825,26.11,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-10",28.2422569444444,3.0598322697941,32.64,24.44,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-11",28.2158680555556,2.84159370766945,32.1283333333333,24.44,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-12",28.6165972222222,3.35564779087691,33.4233333333333,24.44,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-13",29.3625347222222,3.31269502642696,33.89,25.56,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-14",27.6548611111111,2.98302167899583,34.3491666666667,24.44,2.032
"Austin_2020_03",2021,"5/29/21","i","2021-06-15",27.0591319444444,4.42899949225162,34.44,20.9266666666667,0.762
"Austin_2020_03",2021,"5/29/21","i","2021-06-16",27.2394791666667,4.86281781379138,33.4233333333333,20.9725,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-17",28.8553402777778,3.64911766864423,33.33,23.89,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-18",27.4710416666667,3.95975447600804,32.7758333333333,21.7616666666667,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-19",28.3327083333333,3.61926291180379,33.2841666666667,22.9175,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-20",27.9514930555556,2.86691108432205,31.6233333333333,23.61,0.254
"Austin_2020_03",2021,"5/29/21","i","2021-06-21",28.0832986111111,1.87661599410259,31.8075,26.11,36.83
"Austin_2020_03",2021,"5/29/21","i","2021-06-22",28.1557291666667,2.48155023418114,32.455,24.7666666666667,1.778
"Austin_2020_03",2021,"5/29/21","i","2021-06-23",28.5456597222222,3.24390547088782,33.1925,24.0275,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-24",29.0227998737374,2.93380478252999,33.2383333333333,25.42,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-25",29.2397569444444,2.86906265179931,33.6566666666667,26.11,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-26",28.9257986111111,2.82936108464308,33.055,25,0
"Austin_2020_03",2021,"5/29/21","i","2021-06-27",26.6727777777778,2.19230024272847,30.835,24.44,0.508
"Austin_2020_03",2021,"5/29/21","i","2021-06-28",24.4630208333333,0.750066092599117,26.11,23.33,16.256
"Austin_2020_03",2021,"5/29/21","i","2021-06-29",25.2598684210526,2.11573607538269,30.28,23.33,10.414
"Bandera_2020_03",2021,"5/25/21","i","2021-03-28",16.9416319444444,2.50066590743866,20.6741666666667,13.4041666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-03-29",16.5104861111111,3.7524606654424,22.3966666666667,11.25,0
"Bandera_2020_03",2021,"5/25/21","i","2021-03-30",17.0302777777778,3.22948741900832,22.1716666666667,13.425,0
"Bandera_2020_03",2021,"5/25/21","i","2021-03-31",16.7057638888889,2.39850801446459,20.1858333333333,12.3975,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-01",13.4461111111111,4.04346030472785,19.2516666666667,6.885,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-02",14.4383680555556,3.28025926017431,19.1808333333333,10.1241666666667,0
"Bandera_2020_03",2021,"5/25/21","i","2021-04-03",12.9689583333333,2.58923254966719,16.7908333333333,9.85,3.302
"Bandera_2020_03",2021,"5/25/21","i","2021-04-04",14.4396527777778,1.83041552917925,17.6591666666667,12.1358333333333,1.524
